legs,i2_dep_1_place,i1_legid,o_dlv_e,i2_dlv_e,o_rcf_1_place,o_dep_1_e,i1_dlv_e
2.0,698,8098.0,4375.0,1548,815.0,195.0,1844.0
1.0,505,7423.0,126.0,2399,149.0,241.0,5782.0
2.0,671,4449.0,491.0,1011,671.0,226.0,7361.0
3.0,527,8514.0,16531.0,197,628.0,516.0,2836.0
1.0,505,9687.0,1561.0,2399,548.0,1096.0,2972.0
2.0,388,11405.0,7.0,7152,700.0,4976.0,280.0
3.0,524,9053.0,1536.0,15353,815.0,413.0,8617.0
2.0,391,11675.0,711.0,102,128.0,591.0,937.0
1.0,505,2501.0,2789.0,2399,700.0,975.0,17.0
3.0,206,404.0,4440.0,808,700.0,277.0,930.0
2.0,128,5139.0,887.0,110,128.0,1004.0,799.0
2.0,391,2659.0,71.0,4647,349.0,170.0,310.0
1.0,505,1336.0,1760.0,2399,485.0,2761.0,70.0
3.0,485,11258.0,643.0,79,597.0,297.0,1487.0
2.0,441,12266.0,22.0,193,403.0,392.0,1551.0
3.0,166,4512.0,1366.0,48,233.0,2746.0,876.0
2.0,579,8690.0,89.0,1069,610.0,171.0,618.0
2.0,456,963.0,12653.0,14894,149.0,1325.0,10370.0
1.0,505,2979.0,9.0,2399,700.0,723.0,1836.0
3.0,476,4537.0,4534.0,556,732.0,302.0,310.0
3.0,349,14249.0,518.0,283,349.0,1882.0,1717.0
3.0,456,12821.0,2601.0,1535,700.0,2798.0,5979.0
3.0,671,1185.0,105.0,162,700.0,115.0,515.0
2.0,671,9002.0,1262.0,1097,441.0,434.0,1845.0
3.0,128,9089.0,1293.0,857,256.0,763.0,4039.0
2.0,800,8071.0,56.0,4585,815.0,244.0,88.0
2.0,281,6373.0,355.0,5472,128.0,1219.0,3289.0
3.0,548,5854.0,3462.0,179,610.0,155.0,790.0
2.0,815,597.0,2248.0,213,349.0,1942.0,1230.0
3.0,609,9730.0,800.0,1740,349.0,261.0,229.0
3.0,308,3272.0,83.0,1236,149.0,419.0,3276.0
1.0,505,8132.0,767.0,2399,610.0,45.0,41.0
2.0,815,4108.0,974.0,806,256.0,471.0,2773.0
2.0,371,5965.0,1336.0,172,128.0,288.0,1340.0
3.0,700,1064.0,73.0,287,798.0,430.0,117.0
3.0,128,5750.0,4235.0,32,700.0,1618.0,40.0
3.0,815,6158.0,1566.0,980,691.0,1182.0,346.0
2.0,128,12814.0,1425.0,3367,727.0,183.0,1685.0
1.0,505,14426.0,1320.0,2399,628.0,1208.0,192.0
3.0,413,2907.0,265.0,1428,476.0,822.0,1.0
1.0,505,6935.0,6375.0,2399,662.0,1238.0,405.0
2.0,485,12227.0,10900.0,2,187.0,453.0,99.0
3.0,671,2447.0,1845.0,1569,778.0,2287.0,4777.0
1.0,505,4045.0,69.0,2399,349.0,184.0,176.0
2.0,597,9230.0,3202.0,327,281.0,334.0,214.0
2.0,671,10462.0,1389.0,1257,597.0,750.0,7440.0
1.0,505,8554.0,6350.0,2399,128.0,92.0,2146.0
3.0,815,11499.0,1336.0,791,815.0,428.0,6102.0
1.0,505,9045.0,638.0,2399,628.0,431.0,639.0
3.0,377,12927.0,1764.0,480,128.0,637.0,891.0
2.0,236,964.0,981.0,177,128.0,427.0,1898.0
1.0,505,8691.0,4559.0,2399,308.0,304.0,166.0
1.0,505,12623.0,10720.0,2399,128.0,127.0,5694.0
3.0,128,14142.0,26064.0,688,555.0,912.0,1052.0
1.0,505,4473.0,2410.0,2399,700.0,678.0,4010.0
1.0,505,11278.0,467.0,2399,293.0,1645.0,13545.0
3.0,431,11571.0,4352.0,90,257.0,526.0,527.0
3.0,128,4851.0,4971.0,1450,431.0,217.0,1097.0
3.0,815,13135.0,803.0,2018,809.0,352.0,7.0
3.0,431,8068.0,177.0,1422,753.0,225.0,1883.0
3.0,490,11852.0,306.0,740,700.0,1486.0,2421.0
1.0,505,14539.0,414.0,2399,538.0,697.0,3.0
1.0,505,11576.0,1628.0,2399,144.0,2279.0,1419.0
1.0,505,2435.0,24473.0,2399,628.0,183.0,3204.0
1.0,505,5771.0,1610.0,2399,691.0,954.0,177.0
2.0,441,7828.0,92.0,5204,128.0,343.0,4900.0
3.0,134,5312.0,457.0,8,128.0,514.0,5.0
3.0,789,8549.0,48.0,1204,403.0,1311.0,1157.0
1.0,505,8017.0,5464.0,2399,815.0,1052.0,66.0
2.0,770,9157.0,4119.0,320,413.0,631.0,1372.0
3.0,614,7831.0,369.0,1612,349.0,1801.0,5108.0
1.0,505,9289.0,410.0,2399,274.0,385.0,77.0
1.0,505,10141.0,3698.0,2399,700.0,649.0,504.0
1.0,505,14128.0,2168.0,2399,349.0,290.0,720.0
2.0,411,11876.0,1106.0,1577,101.0,120.0,659.0
3.0,815,2599.0,11867.0,125,149.0,904.0,114.0
3.0,113,10084.0,20398.0,421,561.0,781.0,297.0
1.0,505,11426.0,45526.0,2399,128.0,161.0,3296.0
1.0,505,2742.0,1312.0,2399,628.0,224.0,399.0
2.0,308,13722.0,1502.0,870,149.0,507.0,662.0
3.0,236,1260.0,5757.0,1806,128.0,488.0,242.0
1.0,505,7712.0,1799.0,2399,700.0,368.0,1243.0
2.0,750,10880.0,3502.0,173,149.0,2272.0,1311.0
3.0,815,10306.0,233.0,1477,609.0,744.0,1585.0
2.0,411,12327.0,81.0,2736,597.0,345.0,327.0
3.0,597,13874.0,1.0,1845,341.0,669.0,2207.0
1.0,505,5674.0,780.0,2399,809.0,490.0,1087.0
1.0,505,737.0,12757.0,2399,149.0,1337.0,1092.0
1.0,505,4106.0,1273.0,2399,128.0,285.0,3626.0
1.0,505,1011.0,132.0,2399,700.0,4884.0,849.0
3.0,411,10945.0,11448.0,1382,128.0,121.0,7388.0
2.0,614,5487.0,4452.0,5674,798.0,203.0,1850.0
1.0,505,4171.0,1474.0,2399,281.0,239.0,168.0
3.0,238,5333.0,4390.0,2976,349.0,1578.0,5898.0
1.0,505,5754.0,634.0,2399,349.0,481.0,15698.0
3.0,815,11096.0,2553.0,288,148.0,534.0,15.0
3.0,555,13646.0,6855.0,271,308.0,461.0,176.0
3.0,456,6177.0,4339.0,158,174.0,2660.0,3.0
1.0,505,14540.0,3085.0,2399,714.0,1114.0,2703.0
3.0,134,9192.0,936.0,793,128.0,557.0,3130.0
2.0,134,7908.0,1404.0,460,815.0,1422.0,2021.0
1.0,505,5887.0,231.0,2399,281.0,1210.0,60540.0
2.0,349,11438.0,5200.0,374,349.0,753.0,13843.0
2.0,555,12890.0,1775.0,50,349.0,1396.0,83.0
1.0,505,5627.0,98.0,2399,809.0,266.0,3220.0
1.0,505,11489.0,1765.0,2399,149.0,1118.0,1293.0
1.0,505,4142.0,1285.0,2399,571.0,232.0,206.0
3.0,456,1930.0,771.0,2135,805.0,917.0,721.0
1.0,505,4972.0,997.0,2399,128.0,694.0,1374.0
3.0,548,9658.0,3099.0,161,579.0,1252.0,933.0
3.0,256,1610.0,77.0,2,371.0,570.0,2984.0
3.0,391,7608.0,444.0,1269,700.0,237.0,595.0
3.0,366,5132.0,788.0,6073,128.0,903.0,3405.0
1.0,505,11253.0,614.0,2399,299.0,1324.0,3915.0
3.0,815,7265.0,612.0,226,700.0,222.0,208.0
1.0,505,8120.0,4655.0,2399,128.0,63.0,2718.0
3.0,485,6694.0,14558.0,664,128.0,385.0,28.0
1.0,505,6892.0,485.0,2399,700.0,925.0,177.0
2.0,690,5320.0,374.0,317,341.0,297.0,5527.0
2.0,753,8258.0,1139.0,89,700.0,1277.0,890.0
1.0,505,11902.0,3004.0,2399,700.0,955.0,114.0
1.0,505,446.0,39.0,2399,700.0,1415.0,96.0
1.0,505,5378.0,1446.0,2399,628.0,1129.0,705.0
3.0,281,12517.0,2698.0,3,128.0,620.0,6.0
3.0,734,7979.0,1871.0,1504,349.0,253.0,215.0
2.0,815,1726.0,598.0,259,403.0,352.0,249.0
1.0,505,5216.0,865.0,2399,349.0,275.0,1120.0
1.0,505,4295.0,860.0,2399,700.0,545.0,247.0
1.0,505,8096.0,978.0,2399,809.0,1001.0,98.0
1.0,505,2746.0,1513.0,2399,174.0,583.0,3253.0
2.0,281,3934.0,24454.0,1198,628.0,683.0,535.0
3.0,361,11941.0,1695.0,249,349.0,1793.0,5133.0
3.0,700,10215.0,248.0,1255,128.0,1209.0,318.0
1.0,505,123.0,842.0,2399,700.0,843.0,122.0
1.0,505,9870.0,861.0,2399,149.0,221.0,1318.0
2.0,663,13555.0,1120.0,641,349.0,961.0,113.0
3.0,815,2107.0,694.0,4254,610.0,171.0,3322.0
1.0,505,6737.0,5092.0,2399,128.0,163.0,1604.0
2.0,485,1108.0,2021.0,423,783.0,1822.0,23.0
1.0,505,9313.0,1766.0,2399,584.0,528.0,771.0
2.0,317,14246.0,292.0,48657,317.0,150.0,5.0
3.0,476,1837.0,82.0,119,700.0,1891.0,3.0
2.0,349,2056.0,1365.0,225,671.0,317.0,31.0
2.0,431,2425.0,513.0,1027,700.0,174.0,863.0
3.0,520,5207.0,1192.0,1407,485.0,150.0,1586.0
3.0,411,5597.0,2934.0,3249,128.0,119.0,1367.0
2.0,700,14490.0,183.0,1283,609.0,934.0,172.0
2.0,671,315.0,127.0,882,815.0,218.0,2042.0
3.0,233,5632.0,328.0,1120,349.0,258.0,343.0
2.0,327,3945.0,13.0,1707,597.0,604.0,240.0
2.0,128,7827.0,3199.0,133,128.0,1373.0,5722.0
1.0,505,10357.0,1319.0,2399,356.0,588.0,4116.0
3.0,671,2665.0,95.0,261,371.0,273.0,2623.0
3.0,252,10630.0,877.0,610,149.0,800.0,4924.0
3.0,700,10469.0,18925.0,2368,700.0,527.0,1188.0
3.0,128,1495.0,3000.0,495,206.0,361.0,1235.0
1.0,505,12219.0,8510.0,2399,281.0,158.0,3011.0
2.0,236,10790.0,1404.0,826,700.0,234.0,1195.0
2.0,456,10272.0,647.0,1485,700.0,1301.0,2939.0
2.0,468,6443.0,732.0,733,149.0,364.0,1930.0
2.0,128,11786.0,1253.0,1433,700.0,152.0,1814.0
2.0,456,12756.0,151.0,1690,783.0,1122.0,8850.0
3.0,398,9466.0,315.0,1425,778.0,1474.0,283.0
3.0,256,3184.0,672.0,169,628.0,301.0,1580.0
1.0,505,11167.0,390.0,2399,349.0,362.0,1141.0
2.0,413,7737.0,1011.0,419,671.0,584.0,27.0
3.0,685,19.0,1303.0,2481,149.0,727.0,656.0
2.0,308,7090.0,805.0,717,699.0,1026.0,2380.0
2.0,476,14029.0,512.0,612,128.0,908.0,1047.0
3.0,144,14101.0,859.0,2045,468.0,1152.0,394.0
1.0,505,13732.0,238.0,2399,128.0,1896.0,3357.0
2.0,548,2489.0,3068.0,467,128.0,845.0,444.0
1.0,505,14538.0,24.0,2399,524.0,793.0,127.0
1.0,505,4653.0,163.0,2399,597.0,796.0,2676.0
3.0,700,14237.0,1549.0,4481,128.0,505.0,4501.0
2.0,431,12909.0,47874.0,1,423.0,721.0,7.0
1.0,505,14145.0,115.0,2399,349.0,109.0,141.0
1.0,505,14186.0,6.0,2399,800.0,1024.0,588.0
3.0,695,14149.0,213.0,200,700.0,767.0,379.0
2.0,548,5593.0,1601.0,1403,144.0,1159.0,212.0
2.0,700,11660.0,30.0,4523,700.0,1527.0,7652.0
2.0,371,8427.0,70.0,3132,341.0,628.0,2509.0
2.0,700,12680.0,1207.0,844,349.0,747.0,958.0
3.0,431,5293.0,5187.0,51,597.0,730.0,2925.0
1.0,505,2191.0,5.0,2399,349.0,503.0,1397.0
2.0,671,3044.0,11823.0,135,561.0,528.0,111.0
1.0,505,1808.0,628.0,2399,727.0,341.0,700.0
3.0,815,10484.0,1004.0,154,349.0,436.0,705.0
1.0,505,12102.0,279.0,2399,413.0,767.0,1533.0
2.0,597,8020.0,100.0,703,700.0,723.0,633.0
2.0,815,13150.0,1121.0,112,700.0,768.0,144.0
2.0,597,12541.0,297.0,67,349.0,1421.0,9.0
2.0,671,1448.0,6194.0,1237,561.0,869.0,386.0
3.0,128,4396.0,3453.0,170,561.0,998.0,229.0
3.0,456,12318.0,461.0,359,128.0,240.0,4427.0
3.0,597,3146.0,1785.0,97,579.0,2314.0,279.0
2.0,815,694.0,435.0,1762,700.0,341.0,133.0
3.0,281,1221.0,24614.0,132,423.0,378.0,69.0
2.0,144,12097.0,2184.0,164,128.0,134.0,314.0
2.0,371,8627.0,1297.0,1552,700.0,1536.0,3167.0
1.0,505,4978.0,587.0,2399,610.0,201.0,1.0
3.0,635,2179.0,413.0,87,128.0,1266.0,1310.0
2.0,152,10868.0,298.0,478,476.0,299.0,1481.0
3.0,609,13202.0,1246.0,7644,349.0,495.0,3963.0
1.0,505,5863.0,1427.0,2399,597.0,813.0,2948.0
2.0,134,12759.0,7768.0,5253,128.0,209.0,4840.0
3.0,113,5428.0,7290.0,180,206.0,741.0,52.0
3.0,281,529.0,40.0,2702,555.0,211.0,2305.0
1.0,505,4102.0,2800.0,2399,476.0,1026.0,83.0
2.0,798,13226.0,7554.0,3480,128.0,404.0,22.0
1.0,505,13617.0,2706.0,2399,349.0,797.0,1307.0
3.0,815,6478.0,113.0,4397,700.0,580.0,1729.0
2.0,815,40.0,13018.0,2150,149.0,1204.0,2181.0
1.0,505,1995.0,572.0,2399,628.0,586.0,170.0
3.0,233,11541.0,2074.0,4688,128.0,1316.0,79.0
2.0,700,1296.0,490.0,40238,699.0,1490.0,473.0
1.0,505,2001.0,1488.0,2399,349.0,1865.0,5947.0
3.0,815,5213.0,2329.0,812,538.0,248.0,97.0
3.0,727,4263.0,3428.0,2293,149.0,465.0,717.0
2.0,349,7894.0,269.0,1502,349.0,296.0,1474.0
2.0,815,664.0,172.0,742,700.0,725.0,1806.0
2.0,805,2798.0,3806.0,261,561.0,297.0,3753.0
3.0,233,5195.0,45.0,10,468.0,607.0,262.0
1.0,505,3896.0,1500.0,2399,700.0,738.0,27.0
1.0,505,7898.0,2602.0,2399,349.0,618.0,321.0
2.0,815,10895.0,2490.0,214,700.0,141.0,208.0
3.0,609,12534.0,966.0,31237,128.0,663.0,4131.0
3.0,349,11546.0,3089.0,1247,128.0,2001.0,1141.0
3.0,256,3025.0,2522.0,274,597.0,725.0,2203.0
1.0,505,4635.0,924.0,2399,700.0,719.0,300.0
1.0,505,9664.0,2021.0,2399,349.0,3368.0,1882.0
2.0,815,11755.0,74.0,142,700.0,201.0,300.0
3.0,815,778.0,1.0,1281,341.0,1076.0,284.0
2.0,233,2035.0,968.0,1275,481.0,124.0,1668.0
2.0,166,6010.0,29400.0,981,700.0,588.0,1183.0
2.0,752,619.0,1104.0,3730,128.0,756.0,1314.0
1.0,505,7854.0,430.0,2399,403.0,1368.0,1545.0
2.0,256,6632.0,3869.0,1331,597.0,929.0,4296.0
1.0,505,8444.0,2221.0,2399,597.0,1194.0,17.0
3.0,485,10968.0,607.0,51,671.0,225.0,1680.0
2.0,597,8277.0,646.0,1067,579.0,283.0,234.0
1.0,505,396.0,4.0,2399,700.0,484.0,3774.0
1.0,505,3261.0,1171.0,2399,441.0,2876.0,6882.0
2.0,815,6945.0,633.0,298,671.0,247.0,155.0
2.0,349,1585.0,2710.0,6612,128.0,851.0,1276.0
3.0,349,5695.0,2503.0,5234,700.0,216.0,1677.0
2.0,485,12226.0,1787.0,76,671.0,548.0,118.0
2.0,456,12796.0,268.0,208,128.0,560.0,84.0
2.0,671,265.0,3251.0,11932,317.0,105.0,8315.0
3.0,431,3399.0,738.0,1835,101.0,203.0,1600.0
2.0,485,5295.0,1694.0,1524,671.0,226.0,23.0
3.0,456,7921.0,940.0,200,635.0,505.0,222.0
3.0,166,2733.0,8899.0,107,395.0,1222.0,19.0
2.0,695,10569.0,384.0,249,700.0,1384.0,61.0
2.0,476,10157.0,1720.0,1094,579.0,1466.0,142.0
2.0,308,8365.0,27.0,1850,128.0,189.0,2816.0
3.0,398,6125.0,871.0,327,700.0,347.0,467.0
2.0,233,2668.0,14.0,2914,281.0,246.0,1659.0
2.0,671,2271.0,527.0,6,128.0,855.0,1013.0
1.0,505,8904.0,2466.0,2399,597.0,584.0,4.0
1.0,505,5260.0,67.0,2399,332.0,898.0,191.0
1.0,505,14324.0,1315.0,2399,815.0,1062.0,4037.0
2.0,391,9504.0,4447.0,20,128.0,754.0,927.0
1.0,505,2768.0,12009.0,2399,256.0,73.0,146.0
2.0,524,1330.0,7589.0,649,527.0,90.0,1028.0
1.0,505,2048.0,45.0,2399,671.0,1187.0,1943.0
3.0,700,9898.0,3967.0,996,700.0,212.0,1.0
1.0,505,7813.0,23.0,2399,403.0,360.0,311.0
2.0,815,606.0,1148.0,51859,349.0,258.0,2749.0
2.0,671,11508.0,696.0,1169,520.0,504.0,2001.0
2.0,597,10588.0,1289.0,1294,441.0,1312.0,4693.0
1.0,505,7691.0,103.0,2399,281.0,554.0,402.0
1.0,505,2872.0,1044.0,2399,800.0,236.0,117.0
1.0,505,3126.0,3168.0,2399,174.0,507.0,134.0
1.0,505,12038.0,687.0,2399,700.0,844.0,234.0
3.0,152,11507.0,65.0,170,332.0,927.0,1906.0
3.0,671,12461.0,525.0,296,700.0,502.0,1164.0
3.0,233,2926.0,7746.0,3015,128.0,429.0,1714.0
3.0,815,14542.0,461.0,531,700.0,473.0,3187.0
1.0,505,10903.0,471.0,2399,140.0,347.0,198.0
3.0,671,12398.0,154.0,2515,700.0,397.0,1406.0
2.0,671,5652.0,1515.0,6592,597.0,702.0,8133.0
1.0,505,684.0,1089.0,2399,700.0,1490.0,1345.0
2.0,371,13529.0,4608.0,191,149.0,506.0,510.0
1.0,505,5048.0,4346.0,2399,609.0,2368.0,539.0
2.0,690,7065.0,867.0,3110,233.0,3283.0,1602.0
1.0,505,6973.0,43.0,2399,700.0,332.0,28886.0
1.0,505,2150.0,1347.0,2399,700.0,285.0,250.0
2.0,671,1916.0,409.0,1409,128.0,481.0,8893.0
1.0,505,10819.0,926.0,2399,800.0,1114.0,500.0
2.0,815,9116.0,917.0,332,671.0,462.0,58.0
3.0,349,276.0,290.0,178,128.0,224.0,257.0
1.0,505,915.0,239.0,2399,128.0,112.0,381.0
1.0,505,3577.0,215.0,2399,700.0,348.0,160.0
2.0,281,7078.0,5654.0,554,694.0,805.0,801.0
2.0,456,2269.0,2781.0,241,149.0,1147.0,999.0
2.0,128,145.0,850.0,75,101.0,110.0,1473.0
3.0,809,13313.0,388.0,1097,128.0,445.0,2124.0
2.0,752,1948.0,4336.0,3858,128.0,625.0,2517.0
1.0,505,4137.0,9143.0,2399,815.0,615.0,87.0
1.0,505,10291.0,196.0,2399,128.0,841.0,1127.0
3.0,216,12918.0,1813.0,3322,691.0,3821.0,136.0
2.0,134,5605.0,2861.0,1159,441.0,1254.0,48.0
1.0,505,3531.0,356.0,2399,128.0,350.0,701.0
2.0,700,12258.0,47.0,742,128.0,1135.0,1254.0
3.0,815,2.0,380.0,4314,700.0,1168.0,117.0
3.0,411,14402.0,290.0,253,700.0,1585.0,932.0
2.0,128,4089.0,239.0,5624,128.0,658.0,1243.0
1.0,505,2930.0,9.0,2399,317.0,1094.0,223.0
2.0,411,1340.0,80.0,1425,690.0,383.0,131.0
3.0,391,2788.0,5426.0,4249,555.0,206.0,1414.0
3.0,579,2505.0,154.0,27,413.0,1229.0,119.0
1.0,505,9512.0,91.0,2399,700.0,1358.0,456.0
2.0,597,2479.0,560.0,2667,610.0,74.0,6.0
3.0,815,11188.0,7420.0,11,561.0,885.0,152.0
3.0,256,10232.0,2722.0,2911,240.0,1229.0,666.0
2.0,281,8603.0,348.0,158,128.0,125.0,4286.0
2.0,727,2787.0,11877.0,3488,700.0,1288.0,1674.0
1.0,505,1633.0,1926.0,2399,628.0,1616.0,4849.0
2.0,349,3155.0,13245.0,5966,149.0,8197.0,1648.0
3.0,671,6230.0,736.0,402,628.0,547.0,7.0
3.0,597,6073.0,404.0,446,149.0,832.0,4732.0
2.0,597,11476.0,761.0,330,403.0,1031.0,2196.0
3.0,349,5129.0,1560.0,3005,128.0,451.0,327.0
3.0,149,4623.0,1150.0,315,700.0,572.0,339.0
1.0,505,8564.0,351.0,2399,700.0,993.0,168.0
3.0,281,3935.0,393.0,39,742.0,993.0,152.0
3.0,597,5031.0,527179.0,7257,356.0,483.0,7250.0
1.0,505,8667.0,4075.0,2399,815.0,1594.0,92.0
2.0,485,8736.0,8720.0,38,257.0,550.0,89.0
1.0,505,3995.0,291.0,2399,700.0,221.0,140.0
1.0,505,711.0,6757.0,2399,597.0,1215.0,1309.0
3.0,485,3476.0,756.0,42,700.0,603.0,2053.0
1.0,505,34.0,132.0,2399,149.0,593.0,648.0
2.0,815,14354.0,338.0,220,274.0,1991.0,1751.0
3.0,700,10146.0,462.0,45,423.0,426.0,236.0
1.0,505,367.0,6840.0,2399,579.0,8631.0,246.0
3.0,485,13514.0,2287.0,40,671.0,776.0,469.0
3.0,815,13096.0,142.0,591,317.0,955.0,1582.0
2.0,610,10878.0,64.0,308,597.0,344.0,149.0
3.0,815,12693.0,456.0,93,628.0,608.0,137.0
1.0,505,6540.0,371.0,2399,128.0,401.0,1464.0
3.0,366,6127.0,486.0,3213,128.0,159.0,17313.0
2.0,798,2626.0,645.0,1229,700.0,3439.0,31.0
1.0,505,8475.0,2091.0,2399,149.0,630.0,2861.0
3.0,256,2141.0,211.0,6245,700.0,600.0,1353.0
3.0,431,9680.0,1479.0,119,411.0,307.0,230.0
3.0,391,9485.0,1803.0,82,699.0,2013.0,1933.0
3.0,413,4543.0,38.0,732,152.0,1188.0,198.0
2.0,700,1035.0,847.0,150,700.0,392.0,84.0
1.0,505,13280.0,7.0,2399,700.0,386.0,508.0
1.0,505,14513.0,1981.0,2399,485.0,661.0,1653.0
3.0,597,2607.0,10607.0,284,386.0,2530.0,109.0
2.0,815,12946.0,914.0,3,628.0,338.0,1626.0
3.0,128,13704.0,18.0,9,128.0,185.0,7.0
1.0,505,8194.0,8186.0,2399,327.0,2656.0,3289.0
2.0,815,5371.0,666.0,1051,671.0,112.0,3317.0
2.0,671,11849.0,4181.0,576,349.0,223.0,257.0
2.0,484,8672.0,137.0,1653,134.0,355.0,1125.0
3.0,700,10240.0,950.0,1708,700.0,257.0,227.0
2.0,341,1453.0,4554.0,388,349.0,155.0,1317.0
3.0,349,4437.0,282.0,5244,700.0,159.0,1012.0
3.0,441,11827.0,3588.0,5091,349.0,455.0,1073.0
1.0,505,967.0,179.0,2399,403.0,260.0,6807.0
1.0,505,8263.0,1980.0,2399,206.0,254.0,36.0
1.0,505,7449.0,71.0,2399,371.0,2172.0,2463.0
3.0,308,9651.0,262.0,429,152.0,260.0,2483.0
1.0,505,5582.0,2272.0,2399,101.0,92.0,3338.0
2.0,281,6774.0,1293.0,621,431.0,360.0,14.0
1.0,505,5227.0,622.0,2399,671.0,202.0,3047.0
2.0,815,8699.0,198.0,248,349.0,330.0,211.0
1.0,505,9582.0,5692.0,2399,128.0,309.0,1710.0
1.0,505,11388.0,6.0,2399,403.0,379.0,1779.0
3.0,658,4792.0,1203.0,1135,349.0,1170.0,2000.0
2.0,308,14241.0,254.0,1047,700.0,874.0,1218.0
2.0,128,11838.0,47.0,112,815.0,141.0,72.0
2.0,398,1805.0,181.0,1546,128.0,290.0,258.0
3.0,281,8481.0,2940.0,1458,700.0,964.0,852.0
1.0,505,13595.0,1270.0,2399,700.0,913.0,767.0
2.0,815,10872.0,458.0,120,700.0,1466.0,117.0
3.0,614,1354.0,316.0,15268,128.0,518.0,705.0
3.0,233,7977.0,63.0,172,700.0,1076.0,856.0
1.0,505,8349.0,3836.0,2399,149.0,1106.0,487.0
3.0,281,11999.0,3236.0,1,257.0,703.0,113.0
1.0,505,2715.0,380.0,2399,628.0,368.0,122.0
2.0,695,6683.0,307.0,8024,349.0,1440.0,175.0
3.0,809,6018.0,9604.0,102,431.0,842.0,774.0
2.0,349,7759.0,1651.0,813,128.0,409.0,210.0
1.0,505,2684.0,219.0,2399,809.0,246.0,1602.0
3.0,815,6142.0,18060.0,24,700.0,194.0,1158.0
3.0,456,12865.0,8035.0,772,742.0,595.0,71.0
2.0,815,14424.0,470.0,3,809.0,440.0,893.0
3.0,349,12151.0,686.0,1333,128.0,1437.0,1229.0
2.0,597,13935.0,6340.0,2338,349.0,345.0,710.0
3.0,700,11587.0,1309.0,500,349.0,4148.0,392.0
2.0,485,2416.0,416.0,79,485.0,617.0,135.0
2.0,349,1106.0,3043.0,6896,317.0,160.0,4934.0
2.0,700,5093.0,1663.0,11736,671.0,1675.0,6428.0
1.0,505,9345.0,284.0,2399,413.0,1247.0,133.0
3.0,671,11068.0,2448.0,1693,809.0,542.0,537.0
3.0,610,11214.0,1919.0,7748,349.0,590.0,2052.0
1.0,505,11787.0,1176.0,2399,815.0,755.0,3202.0
3.0,128,3655.0,14791.0,928,700.0,589.0,2365.0
1.0,505,14506.0,22844.0,2399,174.0,1332.0,9.0
1.0,505,10923.0,8292.0,2399,700.0,395.0,209.0
1.0,505,11563.0,265.0,2399,610.0,695.0,1454.0
2.0,468,5728.0,1599.0,4,815.0,306.0,965.0
1.0,505,11254.0,1147.0,2399,441.0,754.0,1806.0
2.0,256,8495.0,288.0,142,584.0,357.0,918.0
3.0,727,10151.0,1266.0,1117,403.0,1067.0,561.0
3.0,700,2652.0,167.0,1792,700.0,213.0,452.0
1.0,505,5403.0,1503.0,2399,144.0,1337.0,474.0
1.0,505,3116.0,411.0,2399,628.0,833.0,51.0
3.0,815,11741.0,1748.0,606,671.0,459.0,63.0
2.0,128,11989.0,10962.0,20023,579.0,1920.0,933.0
3.0,700,3837.0,14071.0,3373,403.0,6080.0,4191.0
3.0,700,13203.0,4352.0,919,128.0,925.0,7279.0
3.0,144,1770.0,1170.0,562,149.0,336.0,78.0
3.0,698,11609.0,822.0,862,341.0,315.0,1956.0
1.0,505,8580.0,149.0,2399,128.0,1193.0,295.0
2.0,113,14537.0,801.0,202,281.0,2041.0,580.0
1.0,505,10374.0,4060.0,2399,700.0,1099.0,731.0
1.0,505,13623.0,1474.0,2399,349.0,141.0,1597.0
3.0,628,5584.0,14521.0,1397,149.0,466.0,979.0
2.0,349,11417.0,925.0,4740,128.0,3292.0,251.0
3.0,485,656.0,3360.0,2064,423.0,436.0,462.0
1.0,505,7434.0,3109.0,2399,349.0,1736.0,267.0
3.0,815,3853.0,2043.0,8927,815.0,486.0,2351.0
2.0,609,3736.0,70.0,2635,700.0,1107.0,2423.0
3.0,815,6223.0,11402.0,1509,700.0,223.0,1720.0
3.0,727,3200.0,1597.0,94,561.0,642.0,44.0
3.0,609,11437.0,100.0,53,700.0,911.0,944.0
1.0,505,2290.0,38002.0,2399,128.0,634.0,484.0
1.0,505,10925.0,2599.0,2399,149.0,440.0,987.0
2.0,128,11908.0,12247.0,1412,349.0,3927.0,221.0
3.0,597,14195.0,183.0,1703,815.0,511.0,4132.0
2.0,789,323.0,344.0,538,472.0,1053.0,1091.0
1.0,505,1157.0,1351.0,2399,468.0,683.0,387.0
2.0,456,13439.0,2336.0,1413,809.0,1243.0,100.0
3.0,761,6982.0,3186.0,30,308.0,467.0,9180.0
1.0,505,12324.0,185.0,2399,609.0,328.0,395.0
3.0,610,826.0,7066.0,433,144.0,1009.0,41.0
2.0,113,2726.0,660.0,1229,206.0,1369.0,64.0
1.0,505,9873.0,744.0,2399,149.0,439.0,221.0
3.0,690,1807.0,170.0,448,371.0,765.0,511.0
1.0,505,4412.0,730.0,2399,485.0,296.0,1358.0
3.0,485,9341.0,4872.0,43,174.0,501.0,161.0
3.0,476,4714.0,10251.0,624,700.0,130.0,315.0
2.0,753,3368.0,1994.0,714,561.0,993.0,424.0
1.0,505,453.0,90.0,2399,815.0,135.0,243.0
1.0,505,11767.0,1300.0,2399,571.0,494.0,9463.0
3.0,671,287.0,3119.0,6654,555.0,164.0,2854.0
